quantity,review,fname,orderid
29,Macaroni and Cheese is seriously scary,Macaroni and Cheese,9652
18,Chiles en nogada is greatly glamorous,Chiles en nogada,9652
6,Yakitori is poorly deep,Yakitori,9652
14,Sundubu jjigae is upwardly dangerous,Sundubu jjigae,9652
13,Lasagna is thankfully resonant,Lasagna,9652
4,Isaan soup is curiously quiet,Isaan soup,9652
3,Spaghetti Bolognese is blissfully necessary,Spaghetti Bolognese,9653
9,Chole is completely disgusting,Chole,9653
23,Bakso is probably bumpy,Bakso,9653
15,Apple pie is majestically glamorous,Apple pie,9653
14,Tostadas is slightly absorbing,Tostadas,9653
6,Papdi chaat is deftly lucky,Papdi chaat,9653
17,Bakso is irritably imperfect,Bakso,9654
6,Banh xeo is nearly elated,Banh xeo,9654
19,Sour soup is fully yielding,Sour soup,9654
7,Sundubu jjigae is meaningfully deep,Sundubu jjigae,9654
18,Wanton mee is obnoxiously shut,Wanton mee,9654
12,Boiled vegetable soup is quizzically rude,Boiled vegetable soup,9655
18,Ayam penyet is solemnly willing,Ayam penyet,9655
11,Yakitori is merely gigantic,Yakitori,9655
7,Beef rendang is wonderfully fuzzy,Beef rendang,9655
23,Soba is blissfully similar,Soba,9655
16,Hash browns is accidentally round,Hash browns,9656
4,Ga tan is elegantly wiry,Ga tan,9656
22,Natto is cleverly selective,Natto,9656
3,Papdi chaat is wisely actually,Papdi chaat,9656
7,Hot and sour soup is tediously spiky,Hot and sour soup,9657
2,Spaghetti Carbonara is abnormally innate,Spaghetti Carbonara,9657
5,Stir fried tofu with rice is wrongly cooperative,Stir fried tofu with rice,9657
14,Ga tan is kindheartedly calm,Ga tan,9657
28,Sushi is less beneficial,Sushi,9657
11,Rau muong is deliberately acoustic,Rau muong,9657
22,Chicken wings is dimly lucky,Chicken wings,9658
11,Samgyeopsal is slowly grubby,Samgyeopsal,9658
8,Tom yum goong is wildly spiky,Tom yum goong,9658
10,Cheeseburger is deeply fast,Cheeseburger,9658
23,Chicken wings is significantly logical,Chicken wings,9659
2,Fish stew is knottily mean,Fish stew,9659
4,Sate is furiously adjoining,Sate,9659
5,Nem ran is surprisingly shut,Nem ran,9659
13,Pizza is vivaciously sparkling,Pizza,9659
13,Paratha is badly equable,Paratha,9659
11,Korma is jealously staking,Korma,9659
8,Hash browns is happily cheap,Hash browns,9659
14,French fries is similarly grieving,French fries,9659
8,Ribollita is vastly curious,Ribollita,9659
7,Bun bo hue is easily unbecoming,Bun bo hue,9659
9,Beef rendang is blindly unarmed,Beef rendang,9660
13,Fish stew is very abashed,Fish stew,9660
11,Tamales is justly fresh,Tamales,9660
2,Papdi chaat is innocently spiteful,Papdi chaat,9660
3,Hot and sour soup is however sturdy,Hot and sour soup,9661
8,Spaghetti Carbonara is frankly mundane,Spaghetti Carbonara,9661
24,Stir fried tofu with rice is separately skillful,Stir fried tofu with rice,9661
7,Ga tan is curiously consistent,Ga tan,9661
30,Sushi is essentially tangible,Sushi,9661
12,Ribollita is terrifically political,Ribollita,9661
5,Noodles is jovially traditional,Noodles,9661
16,Rau muong is sharply fuzzy,Rau muong,9661
6,Cha ca is upliftingly fixed,Cha ca,9661
11,Kaya toast is far abashed,Kaya toast,9662
27,Spicy stir fried octopus is youthfully zealous,Spicy stir fried octopus,9662
6,Ramen is tomorrow spotted,Ramen,9662
8,Rau muong is too puzzled,Rau muong,9662
4,Boiled vegetable soup is fairly mushy,Boiled vegetable soup,9662
24,Stir fried tofu with rice is scarily jobless,Stir fried tofu with rice,9662
6,Sashimi is heavily spurious,Sashimi,9662
10,Lasagna is reassuringly tired,Lasagna,9663
4,Tofu is sharply substantial,Tofu,9663
15,Boiled vegetable soup is coolly consistent,Boiled vegetable soup,9663
32,Risotto is hardly dangerous,Risotto,9663
12,Dim sum is heavily scared,Dim sum,9663
11,Doughnut is fast savory,Doughnut,9663
15,Fried chicken is immediately tight,Fried chicken,9664
17,Ribollita is mechanically disgusting,Ribollita,9664
24,Fish kidney curry is relatively roasted,Fish kidney curry,9664
3,Chocolate chip cookie is quickly womanly,Chocolate chip cookie,9664
5,Hokkien prawn mee is fervently decent,Hokkien prawn mee,9664
25,Tofu is perfectly drunk,Tofu,9664
7,Steak is everywhere eastern,Steak,9664
22,Noodles is punctually small,Noodles,9664
6,Szechwan chilli chicken is certainly acidic,Szechwan chilli chicken,9664
10,Vegetable fried rice is originally several,Vegetable fried rice,9665
9,Chicken galangal soup is defiantly thirsty,Chicken galangal soup,9665
12,Gogigui is awkwardly flat,Gogigui,9665
6,Pho is madly foregoing,Pho,9665
17,Kimchi stew is well obese,Kimchi stew,9665
11,Gado gado is dramatically null,Gado gado,9665
5,Boiled vegetable soup is definitely unfair,Boiled vegetable soup,9665
5,Cha ca is closely somber,Cha ca,9665
15,Palak paneer is usefully calm,Palak paneer,9666
5,Risotto is unbearably tight,Risotto,9666
2,Spaghetti Aglio Olio is gracefully asleep,Spaghetti Aglio Olio,9666
4,Ramen is easily cooperative,Ramen,9666
1,Pozole is anxiously spiteful,Pozole,9666
18,Polenta is quietly super,Polenta,9666
4,Wanton mee is mainly milky,Wanton mee,9666
7,Rawon is unnecessarily shocking,Rawon,9666
23,Beef rendang is coaxingly tight,Beef rendang,9667
2,Cha ca is altogether quiet,Cha ca,9667
4,Chicken tikka masala is vaguely foreign,Chicken tikka masala,9667
6,Curry fish head is upward threatening,Curry fish head,9667
4,Soto is bashfully chief,Soto,9667
5,Pozole is even tan,Pozole,9667
4,Coconut milk curry is fondly sexual,Coconut milk curry,9667
13,Fish kidney curry is yieldingly near,Fish kidney curry,9668
10,Chicken with chestnuts is warmly decent,Chicken with chestnuts,9668
21,Soto is queasily reflective,Soto,9668
21,Sashimi is fiercely lazy,Sashimi,9668
21,Ramen is unabashedly bumpy,Ramen,9668
20,Yakitori is potentially lyrical,Yakitori,9668
3,Cheeseburger is directly elastic,Cheeseburger,9669
12,Ga tan is mysteriously piquant,Ga tan,9669
13,Sichuan pork is very vast,Sichuan pork,9669
10,Bak kut teh is hopefully evasive,Bak kut teh,9669
19,Nem ran is naturally selective,Nem ran,9669
4,Spring rolls is promptly ugly,Spring rolls,9669
5,Chole is early substantial,Chole,9669
21,Murg makhani is automatically momentous,Murg makhani,9669
11,Rau muong is bleakly delicate,Rau muong,9670
6,Fish stew is tremendously grubby,Fish stew,9670
5,Curry fish head is else dull,Curry fish head,9670
4,Ribollita is loosely pushy,Ribollita,9670
4,Rawon is properly foregoing,Rawon,9670
10,Isaan soup is moreover overrated,Isaan soup,9670
11,Spaghetti Carbonara is intently amused,Spaghetti Carbonara,9670
28,Coconut milk curry is extremely zany,Coconut milk curry,9671
18,Korma is jovially delicate,Korma,9671
12,Chilaquiles is merely probable,Chilaquiles,9671
5,Cha ca is quarrelsomely madly,Cha ca,9671
6,Rawon is wonderfully unbecoming,Rawon,9671
14,Rujak cingur is safely repulsive,Rujak cingur,9672
1,Stir fried tofu with rice is sympathetically robust,Stir fried tofu with rice,9672
3,Gado gado is anyway disillusioned,Gado gado,9672
8,Boiled vegetable soup is obnoxiously staking,Boiled vegetable soup,9672
5,Cha ca is foolishly attractive,Cha ca,9672
3,Sour soup is extremely delicate,Sour soup,9672
18,Ribollita is usually political,Ribollita,9672
7,Banh xeo is knottily reflective,Banh xeo,9673
18,Sashimi is anyway delicate,Sashimi,9673
17,Spring rolls is offensively auspicious,Spring rolls,9673
6,Goi cuon is hastily ruddy,Goi cuon,9673
18,Isaan soup is yearningly oval,Isaan soup,9673
4,Sundubu jjigae is stealthily disgusted,Sundubu jjigae,9673
8,Apple pie is knottily staking,Apple pie,9673
4,Rau muong is completely synonymous,Rau muong,9673
5,Dim sum is physically new,Dim sum,9673
23,Paratha is personally piquant,Paratha,9673
4,Noodles is fortunately shut,Noodles,9674
4,Sundubu jjigae is hopefully defeated,Sundubu jjigae,9674
4,Hot and sour soup is absentmindedly melodic,Hot and sour soup,9674
23,Bakso is truthfully special,Bakso,9674
30,Naan is basically troubled,Naan,9674
18,Korma is offensively swanky,Korma,9674
9,Donburi is rather rustic,Donburi,9674
20,Ramyeon is rarely secretive,Ramyeon,9675
14,Chicken tikka masala is questionably childlike,Chicken tikka masala,9675
30,Chiles en nogada is wonderfully tart,Chiles en nogada,9675
9,Cha ca is lively well-to-do,Cha ca,9675
17,Chocolate chip cookie is reassuringly aquatic,Chocolate chip cookie,9675
17,Fried carrot cake is utterly immediate,Fried carrot cake,9675
22,Gado gado is unnaturally grubby,Gado gado,9676
11,Soba is nicely roasted,Soba,9676
1,Tacos al pastor is generally foregoing,Tacos al pastor,9676
22,Chicken tikka masala is calmly shaky,Chicken tikka masala,9676
4,Donburi is coaxingly zany,Donburi,9676
16,Chicken rice is unethically sparkling,Chicken rice,9676
6,Soto is simply expensive,Soto,9676
16,Mole is positively shiny,Mole,9677
15,Vegetable fried rice is strictly foregoing,Vegetable fried rice,9677
6,Chicken with chestnuts is elegantly rich,Chicken with chestnuts,9677
6,Spring rolls is twice unsightly,Spring rolls,9677
16,Kaya toast is colorfully informal,Kaya toast,9677
7,Ayam goreng is upbeat temporary,Ayam goreng,9677
12,Cheeseburger is vaguely obtainable,Cheeseburger,9677
18,Chole is kindheartedly plant,Chole,9677
14,Spicy stir fried octopus is greedily therapeutic,Spicy stir fried octopus,9677
5,Doughnut is weakly sorry,Doughnut,9678
12,Ga tan is acidly wide,Ga tan,9678
20,Cha ca is hungrily curious,Cha ca,9678
10,Polenta is never basic,Polenta,9679
12,Lasagna is widely grieving,Lasagna,9679
8,Tofu is violently tall,Tofu,9679
32,Udon is fortunately wasteful,Udon,9679
20,Boiled vegetable soup is reproachfully disgusted,Boiled vegetable soup,9679
7,Risotto is meaningfully graceful,Risotto,9679
19,Dim sum is hastily educated,Dim sum,9679
24,Yakitori is madly dramatic,Yakitori,9679
2,Samgyeopsal is joshingly consistent,Samgyeopsal,9679
22,Spicy stir fried octopus is wisely meaty,Spicy stir fried octopus,9679
6,Doughnut is quaintly elated,Doughnut,9679
9,Dim sum is lively like,Dim sum,9680
12,Guacamole is zestily normal,Guacamole,9680
24,Gogigui is yawningly tart,Gogigui,9680
4,Samgyeopsal is unnecessarily serious,Samgyeopsal,9680
24,Ossobuco is badly bitter,Ossobuco,9680
8,Sour soup is softly foolish,Sour soup,9680
20,Murg makhani is truly lopsided,Murg makhani,9680
6,Soto is dramatically embarrassed,Soto,9680
10,Spaghetti Carbonara is suspiciously tranquil,Spaghetti Carbonara,9680
11,Tom yum goong is seriously dizzy,Tom yum goong,9680
19,Kaya toast is truthfully cumbersome,Kaya toast,9680
6,Goi cuon is bravely black,Goi cuon,9680
2,Coconut milk curry is initially skillful,Coconut milk curry,9680
14,Wanton mee is kiddingly lame,Wanton mee,9680
17,Enchiladas is curiously dull,Enchiladas,9681
20,Pozole is thoroughly fixed,Pozole,9681
27,Rujak cingur is angrily bouncy,Rujak cingur,9681
11,Curry fish head is effectively creepy,Curry fish head,9681
6,Sashimi is boastfully basic,Sashimi,9681
18,Laksa is more bizarre,Laksa,9681
29,Spaghetti Aglio Olio is vacantly terrific,Spaghetti Aglio Olio,9681
17,Chicken wings is boastfully sorry,Chicken wings,9681
7,Spicy stir fried octopus is upwardly somber,Spicy stir fried octopus,9682
17,Fried chicken is searchingly flowery,Fried chicken,9682
12,Tostadas is generously best,Tostadas,9682
8,Ramen is jubilantly superb,Ramen,9682
3,Thai hanglay curry is scarcely future,Thai hanglay curry,9683
14,Bak kut teh is reassuringly regular,Bak kut teh,9683
10,Ga tan is enormously smiling,Ga tan,9683
16,Ayam goreng is wholly painful,Ayam goreng,9683
13,Cantonese chicken soup is quizzically pushy,Cantonese chicken soup,9683
8,Rujak cingur is vastly educated,Rujak cingur,9683
16,Risotto is kiddingly calm,Risotto,9683
12,Gado gado is equally dreary,Gado gado,9683
8,Pozole is frenetically staking,Pozole,9683
13,Isaan soup is automatically unsightly,Isaan soup,9683
10,Korma is fervently grubby,Korma,9683
5,Guacamole is frightfully spotty,Guacamole,9683
9,Risotto is also colorful,Risotto,9684
18,Banh khot is wetly wrathful,Banh khot,9684
3,Ayam goreng is weekly confident,Ayam goreng,9684
7,Pozole is mostly unfair,Pozole,9684
14,Hokkien prawn mee is wildly wasteful,Hokkien prawn mee,9684
16,Rawon is sharply adventurous,Rawon,9684
22,Tostadas is questioningly faulty,Tostadas,9685
3,Tempura is annually bouncy,Tempura,9685
6,Sundubu jjigae is tenderly fixed,Sundubu jjigae,9685
2,Donburi is justly jumpy,Donburi,9685
8,Sichuan pork is jealously jaded,Sichuan pork,9685
18,Fried chicken is sadly small,Fried chicken,9685
22,Rawon is unnecessarily bouncy,Rawon,9685
2,Coconut milk curry is righteously tender,Coconut milk curry,9685
23,Cantonese chicken soup is fiercely lush,Cantonese chicken soup,9685
2,Naan is honestly rude,Naan,9686
8,Fried carrot cake is automatically berserk,Fried carrot cake,9686
2,Sate is lazily standing,Sate,9686
20,Gado gado is vacantly one,Gado gado,9686
3,Bhajji is tensely classy,Bhajji,9686
11,Bak chor mee is strictly gabby,Bak chor mee,9686
10,Fish stew is anxiously waiting,Fish stew,9687
6,Bun bo hue is wonderfully blue-eyed,Bun bo hue,9687
18,Mole is specifically milky,Mole,9687
3,Ayam goreng is recently attractive,Ayam goreng,9687
6,Soba is somewhat sorry,Soba,9687
12,Natto is truly childlike,Natto,9688
22,Kimchi stew is sternly gentle,Kimchi stew,9688
6,Enchiladas is almost vacuous,Enchiladas,9688
5,Palak paneer is actually serious,Palak paneer,9688
16,Pozole is hopefully acceptable,Pozole,9688
30,Risotto is monthly like,Risotto,9689
4,Tandoori chicken is yieldingly black,Tandoori chicken,9689
6,Tamales is devotedly reflective,Tamales,9689
7,Cha ca is foolishly lush,Cha ca,9689
7,Spaghetti Carbonara is tensely political,Spaghetti Carbonara,9689
29,Rujak cingur is silently deeply,Rujak cingur,9690
7,Polenta is fiercely consistent,Polenta,9690
5,Chicken wings is verbally best,Chicken wings,9690
8,Chiles en nogada is playfully future,Chiles en nogada,9690
8,Wanton mee is sadly mundane,Wanton mee,9690
12,Pozole is technically synonymous,Pozole,9690
4,Gogigui is deliberately plausible,Gogigui,9690
3,Chicken galangal soup is lazily scared,Chicken galangal soup,9690
6,Tandoori chicken is overconfidently superb,Tandoori chicken,9690
4,Murg makhani is worriedly regular,Murg makhani,9690
10,Beef soup is happily roasted,Beef soup,9690
4,Soto is solemnly madly,Soto,9690
4,Lasagna is sternly decisive,Lasagna,9691
11,Kimchi stew is shrilly political,Kimchi stew,9691
5,Coconut milk curry is healthily momentous,Coconut milk curry,9691
4,Chicken wings is directly unarmed,Chicken wings,9691
9,Ayam penyet is automatically jumpy,Ayam penyet,9691
7,Banh xeo is tediously disgusted,Banh xeo,9692
19,Fish stew is normally powerful,Fish stew,9692
1,Ramen is steadily descriptive,Ramen,9692
11,Sour soup is necessarily amused,Sour soup,9692
4,Sushi is technically hospitable,Sushi,9692
1,Tandoori chicken is dearly assorted,Tandoori chicken,9692
9,Cheeseburger is mostly sturdy,Cheeseburger,9692
3,Enchiladas is gladly grubby,Enchiladas,9693
20,Sundubu jjigae is diligently sturdy,Sundubu jjigae,9693
22,Pizza is bitterly zesty,Pizza,9693
4,Korma is urgently freezing,Korma,9693
21,Tempura is calmly shrill,Tempura,9693
2,Naan is therefore imminent,Naan,9693
3,Spicy stir fried octopus is fortunately colorful,Spicy stir fried octopus,9693
10,Stir fried tofu with rice is powerfully tender,Stir fried tofu with rice,9694
24,Fried carrot cake is suspiciously cooperative,Fried carrot cake,9694
17,Banh khot is relatively immediate,Banh khot,9694
6,Fish kidney curry is violently unsuitable,Fish kidney curry,9694
9,Spaghetti Carbonara is lightly colossal,Spaghetti Carbonara,9694
22,Pho is cruelly therapeutic,Pho,9694
9,Spaghetti Bolognese is furiously temporary,Spaghetti Bolognese,9694
11,Chilaquiles is elsewhere functional,Chilaquiles,9694
9,Beef rendang is only merciful,Beef rendang,9694
4,Sashimi is strictly embarrassed,Sashimi,9694
9,Tamales is mostly vivacious,Tamales,9694
10,Vegetable fried rice is unaccountably friendly,Vegetable fried rice,9694
5,Fried chicken is vaguely obtainable,Fried chicken,9695
5,Cantonese chicken soup is cruelly pink,Cantonese chicken soup,9695
17,Chicken tikka masala is slightly poor,Chicken tikka masala,9695
24,Tostadas is quickly lush,Tostadas,9695
21,Spring rolls is mainly gaping,Spring rolls,9695
19,Pork bulgogi is really sturdy,Pork bulgogi,9696
6,Spaghetti Carbonara is urgently plausible,Spaghetti Carbonara,9696
24,Nem ran is upright childlike,Nem ran,9696
2,Stir fried tofu with rice is rudely elastic,Stir fried tofu with rice,9696
17,Chicken tikka masala is quaintly damaging,Chicken tikka masala,9696
18,French fries is unaccountably tart,French fries,9696
12,Beef rendang is reluctantly skillful,Beef rendang,9697
31,Goi cuon is sadly sorry,Goi cuon,9697
13,Kaya toast is suspiciously weak,Kaya toast,9697
7,Bak chor mee is equally dizzy,Bak chor mee,9697
8,Spring rolls is weakly several,Spring rolls,9697
9,Szechwan chilli chicken is youthfully black,Szechwan chilli chicken,9698
1,Spaghetti Bolognese is currently kaput,Spaghetti Bolognese,9698
14,Yakitori is tediously rustic,Yakitori,9698
13,Sate is below attractive,Sate,9698
3,Tostadas is yearningly quick,Tostadas,9698
19,Doughnut is carelessly disgusting,Doughnut,9699
3,Pozole is physically short,Pozole,9699
20,Murg makhani is uselessly frightened,Murg makhani,9699
12,Ayam penyet is zestfully decisive,Ayam penyet,9700
32,Natto is unbearably spiky,Natto,9700
19,Bottarga is violently certain,Bottarga,9700
14,Sundubu jjigae is delightfully descriptive,Sundubu jjigae,9700
19,Szechwan chilli chicken is inquisitively skillful,Szechwan chilli chicken,9700
20,Chicken wings is smoothly flat,Chicken wings,9700
17,Banh xeo is completely acoustic,Banh xeo,9701
10,Steak is wonderfully alcoholic,Steak,9701
4,Fish stew is unbearably wanting,Fish stew,9701
10,Kimchi is previously embarrassed,Kimchi,9701
5,Ayam goreng is excitedly descriptive,Ayam goreng,9701
8,Noodles is safely cooperative,Noodles,9701
12,Donburi is sheepishly smiling,Donburi,9701
